cnpj,cd_cvm,denom,doc,dt_refer,versao,available_at,original_receb,restated,stmt,ni_source,moeda,ytd_months,ni_ytd,fy_start,ni_ttm,ttm_status,pit,first_seen_at
00.001.180/0001-26,002437,CENTRAIS ELET BRAS S.A. - ELETROBRAS,ITR,2012-09-30,1,2012-11-14,2012-11-14,false,con,controladora,REAL,9,3620036000,2012-01-01,4177095000,ok,backfill,2026-09-21T21:38:17.660Z
00.001.180/0001-26,002437,CENTRAIS ELET BRAS S.A. - ELETROBRAS,DFP,2012-12-31,3,2013-04-12,2013-03-27,true,con,controladora,REAL,12,-6878915000,2012-01-01,-6878915000,ok,backfill,2026-09-21T21:38:17.660Z
00.001.180/0001-26,002437,CENTRAIS ELET BRAS S.A. - ELETROBRAS,ITR,2013-03-31,1,2013-05-15,2013-05-15,false,con,controladora,REAL,3,-35800000,2013-01-01,-8182675000,ok,backfill,2026-09-21T21:38:17.660Z
00.001.180/0001-26,002437,CENTRAIS ELET BRAS S.A. - ELETROBRAS,ITR,2013-06-30,1,2013-08-14,2013-08-14,false,con,controladora,REAL,6,128115000,2013-01-01,-9367551000,ok,backfill,2026-09-21T21:38:17.660Z
00.001.180/0001-26,002437,CENTRAIS ELET BRAS S.A. - ELETROBRAS,ITR,2013-09-30,1,2013-11-14,2013-11-14,false,con,controladora,REAL,9,-787071000,2013-01-01,-11286024000,ok,backfill,2026-09-21T21:38:17.660Z
00.001.180/0001-26,002437,CENTRAIS ELET BRAS S.A. - ELETROBRAS,DFP,2013-12-31,2,2014-04-03,2014-03-28,true,con,controladora,REAL,12,-6286663000,2013-01-01,-6286663000,ok,backfill,2026-09-21T21:38:17.660Z
00.001.180/0001-26,002437,CENTRAIS ELET BRAS S.A. - ELETROBRAS,ITR,2014-03-31,1,2014-05-15,2014-05-15,false,con,controladora,REAL,3,985903000,2014-01-01,-5264960000,ok,backfill,2026-09-21T21:38:17.660Z
00.001.180/0001-26,002437,CENTRAIS ELET BRAS S.A. - ELETROBRAS,ITR,2014-06-30,1,2014-08-12,2014-08-12,false,con,controladora,REAL,6,881279000,2014-01-01,-5533499000,ok,backfill,2026-09-21T21:38:17.660Z
00.001.180/0001-26,002437,CENTRAIS ELET BRAS S.A. - ELETROBRAS,ITR,2014-09-30,1,2014-11-14,2014-11-14,false,con,controladora,REAL,9,-1857191000,2014-01-01,-7356783000,ok,backfill,2026-09-21T21:38:17.660Z
00.001.180/0001-26,002437,CENTRAIS ELET BRAS S.A. - ELETROBRAS,DFP,2014-12-31,2,2015-04-09,2015-03-27,true,con,controladora,REAL,12,-3031055000,2014-01-01,-3031055000,ok,backfill,2026-09-21T21:38:17.660Z
00.001.180/0001-26,002437,CENTRAIS ELET BRAS S.A. - ELETROBRAS,ITR,2015-03-31,1,2015-05-15,2015-05-15,false,con,controladora,REAL,3,1255247000,2015-01-01,-2809567000,ok,backfill,2026-09-21T21:38:17.660Z
00.001.180/0001-26,002437,CENTRAIS ELET BRAS S.A. - ELETROBRAS,ITR,2015-06-30,1,2015-08-14,2015-08-14,false,con,controladora,REAL,6,-102863000,2015-01-01,-4058992000,ok,backfill,2026-09-21T21:38:17.660Z
00.001.180/0001-26,002437,CENTRAIS ELET BRAS S.A. - ELETROBRAS,ITR,2015-09-30,1,2015-11-12,2015-11-12,false,con,controladora,REAL,9,-4114652000,2015-01-01,-5310875000,ok,backfill,2026-09-21T21:38:17.660Z
00.001.180/0001-26,002437,CENTRAIS ELET BRAS S.A. - ELETROBRAS,DFP,2015-12-31,2,2016-03-31,2016-03-30,true,con,controladora,REAL,12,-14441607000,2015-01-01,-14441607000,ok,backfill,2026-09-21T21:38:17.660Z
00.001.180/0001-26,002437,CENTRAIS ELET BRAS S.A. - ELETROBRAS,ITR,2016-03-31,1,2016-05-11,2016-05-11,false,con,controladora,REAL,3,-3897805000,2016-01-01,-19594659000,ok,backfill,2026-09-21T21:38:17.660Z
00.001.180/0001-26,002437,CENTRAIS ELET BRAS S.A. - ELETROBRAS,ITR,2016-06-30,1,2016-08-15,2016-08-15,false,con,controladora,REAL,6,8823950000,2016-01-01,-5514794000,ok,backfill,2026-09-21T21:38:17.660Z
00.001.180/0001-26,002437,CENTRAIS ELET BRAS S.A. - ELETROBRAS,ITR,2016-09-30,1,2016-11-09,2016-11-09,false,con,controladora,REAL,9,9686684000,2016-01-01,-640271000,ok,backfill,2026-09-21T21:38:17.660Z
00.001.180/0001-26,002437,CENTRAIS ELET BRAS S.A. - ELETROBRAS,DFP,2016-12-31,1,2017-03-27,2017-03-27,false,con,controladora,REAL,12,3425899000,2016-01-01,3425899000,ok,backfill,2026-09-21T21:38:17.660Z
00.001.180/0001-26,002437,CENTRAIS ELET BRAS S.A. - ELETROBRAS,ITR,2017-03-31,1,2017-05-12,2017-05-12,false,con,controladora,REAL,3,1393625000,2017-01-01,8717384000,ok,backfill,2026-09-21T21:38:17.660Z
00.001.180/0001-26,002437,CENTRAIS ELET BRAS S.A. - ELETROBRAS,ITR,2017-06-30,2,2017-08-14,2017-08-10,true,con,controladora,REAL,6,1699278000,2017-01-01,-3698773000,ok,backfill,2026-09-21T21:38:17.660Z
00.001.180/0001-26,002437,CENTRAIS ELET BRAS S.A. - ELETROBRAS,ITR,2017-09-30,1,2017-11-13,2017-11-13,false,con,controladora,REAL,9,2236921000,2017-01-01,-4023864000,ok,backfill,2026-09-21T21:38:17.660Z
00.001.180/0001-26,002437,CENTRAIS ELET BRAS S.A. - ELETROBRAS,DFP,2017-12-31,1,2018-03-27,2018-03-27,false,con,controladora,REAL,12,-1763805000,2017-01-01,-1763805000,ok,backfill,2026-09-21T21:38:17.660Z
00.001.180/0001-26,002437,CENTRAIS ELET BRAS S.A. - ELETROBRAS,ITR,2018-03-31,1,2018-05-15,2018-05-15,false,con,controladora,REAL,3,31836000,2018-01-01,-3125594000,ok,backfill,2026-09-21T21:38:17.660Z
00.001.180/0001-26,002437,CENTRAIS ELET BRAS S.A. - ELETROBRAS,ITR,2018-06-30,1,2018-08-14,2018-08-14,false,con,controladora,REAL,6,2851397000,2018-01-01,-611686000,ok,backfill,2026-09-21T21:38:17.660Z
00.001.180/0001-26,002437,CENTRAIS ELET BRAS S.A. - ELETROBRAS,ITR,2018-09-30,1,2018-11-12,2018-11-12,false,con,controladora,REAL,9,1230241000,2018-01-01,-2770485000,ok,backfill,2026-09-21T21:38:17.660Z
00.001.180/0001-26,002437,CENTRAIS ELET BRAS S.A. - ELETROBRAS,DFP,2018-12-31,1,2019-03-27,2019-03-27,false,con,controladora,REAL,12,13262378000,2018-01-01,13262378000,ok,backfill,2026-09-21T21:38:17.660Z
00.001.180/0001-26,002437,CENTRAIS ELET BRAS S.A. - ELETROBRAS,ITR,2019-03-31,1,2019-05-13,2019-05-13,false,con,controladora,REAL,3,1397712000,2019-01-01,14202106000,ok,backfill,2026-09-21T21:38:17.660Z
00.001.180/0001-26,002437,CENTRAIS ELET BRAS S.A. - ELETROBRAS,ITR,2019-06-30,1,2019-08-12,2019-08-12,false,con,controladora,REAL,6,6962381000,2019-01-01,18400576000,ok,backfill,2026-09-21T21:38:17.660Z
00.001.180/0001-26,002437,CENTRAIS ELET BRAS S.A. - ELETROBRAS,ITR,2019-09-30,2,2019-11-11,2019-11-11,true,con,controladora,REAL,9,7613423000,2019-01-01,21316546000,ok,backfill,2026-09-21T21:38:17.660Z
00.001.180/0001-26,002437,CENTRAIS ELET BRAS S.A. - ELETROBRAS,DFP,2019-12-31,1,2020-03-27,2020-03-27,false,con,controladora,REAL,12,10697124000,2019-01-01,10697124000,ok,backfill,2026-09-21T21:38:17.660Z
00.001.180/0001-26,002437,CENTRAIS ELET BRAS S.A. - ELETROBRAS,ITR,2020-03-31,1,2020-05-28,2020-05-28,false,con,controladora,REAL,3,300157000,2020-01-01,9599569000,ok,backfill,2026-09-21T21:38:17.660Z
00.001.180/0001-26,002437,CENTRAIS ELET BRAS S.A. - ELETROBRAS,ITR,2020-06-30,1,2020-08-12,2020-08-12,false,con,controladora,REAL,6,4874515000,2020-01-01,8609258000,ok,backfill,2026-09-21T21:38:17.660Z
00.001.180/0001-26,002437,CENTRAIS ELET BRAS S.A. - ELETROBRAS,ITR,2020-09-30,1,2020-11-11,2020-11-11,false,con,controladora,REAL,9,4959498000,2020-01-01,8043199000,ok,backfill,2026-09-21T21:38:17.660Z
00.001.180/0001-26,002437,CENTRAIS ELET BRAS S.A. - ELETROBRAS,DFP,2020-12-31,1,2021-03-19,2021-03-19,false,con,controladora,REAL,12,6338688000,2020-01-01,6338688000,ok,backfill,2026-09-21T21:38:17.660Z
00.001.180/0001-26,002437,CENTRAIS ELET BRAS S.A. - ELETROBRAS,ITR,2021-03-31,2,2021-06-10,2021-05-12,true,con,controladora,REAL,3,1601068000,2021-01-01,6738096000,ok,backfill,2026-09-21T21:38:17.660Z
00.001.180/0001-26,002437,CENTRAIS ELET BRAS S.A. - ELETROBRAS,ITR,2021-06-30,1,2021-08-11,2021-08-11,false,con,controladora,REAL,6,4119939000,2021-01-01,8749896000,ok,backfill,2026-09-21T21:38:17.660Z
00.001.180/0001-26,002437,CENTRAIS ELET BRAS S.A. - ELETROBRAS,ITR,2021-09-30,1,2021-11-16,2021-11-16,false,con,controladora,REAL,9,5043784000,2021-01-01,6922803000,ok,backfill,2026-09-21T21:38:17.660Z
00.001.180/0001-26,002437,CENTRAIS ELET BRAS S.A. - ELETROBRAS,DFP,2021-12-31,1,2022-03-18,2022-03-18,false,con,controladora,REAL,12,5646141000,2021-01-01,5646141000,ok,backfill,2026-09-21T21:38:17.660Z
00.001.180/0001-26,002437,AXIA ENERGIA S.A.,ITR,2022-03-31,3,2022-06-06,2022-05-16,true,con,controladora,REAL,3,2708342000,2022-01-01,6753415000,ok,backfill,2026-09-21T21:38:17.660Z
00.001.180/0001-26,002437,AXIA ENERGIA S.A.,ITR,2022-06-30,1,2022-08-12,2022-08-12,false,con,controladora,REAL,6,4105883000,2022-01-01,5632085000,ok,backfill,2026-09-21T21:38:17.660Z
00.001.180/0001-26,002437,AXIA ENERGIA S.A.,ITR,2022-09-30,1,2022-11-09,2022-11-09,false,con,controladora,REAL,9,4091350000,2022-01-01,4693707000,ok,backfill,2026-09-21T21:38:17.660Z
00.001.180/0001-26,002437,AXIA ENERGIA S.A.,DFP,2022-12-31,1,2023-03-13,2023-03-13,false,con,controladora,REAL,12,3635377000,2022-01-01,3635377000,ok,backfill,2026-09-21T21:38:17.660Z
00.001.180/0001-26,002437,AXIA ENERGIA S.A.,ITR,2023-03-31,1,2023-05-04,2023-05-04,false,con,controladora,REAL,3,488618000,2023-01-01,1415653000,ok,backfill,2026-09-21T21:38:17.660Z
00.001.180/0001-26,002437,AXIA ENERGIA S.A.,ITR,2023-06-30,1,2023-08-07,2023-08-07,false,con,controladora,REAL,6,2173844000,2023-01-01,1703338000,ok,backfill,2026-09-21T21:38:17.660Z
00.001.180/0001-26,002437,AXIA ENERGIA S.A.,ITR,2023-09-30,1,2023-11-08,2023-11-08,false,con,controladora,REAL,9,3657742000,2023-01-01,3201769000,ok,backfill,2026-09-21T21:38:17.660Z
00.001.180/0001-26,002437,AXIA ENERGIA S.A.,DFP,2023-12-31,2,2024-05-14,2024-03-14,true,con,controladora,REAL,12,4549774000,2023-01-01,4549774000,ok,backfill,2026-09-21T21:38:17.660Z
00.001.180/0001-26,002437,AXIA ENERGIA S.A.,ITR,2024-03-31,3,2024-07-31,2024-05-08,true,con,controladora,REAL,3,328051000,2024-01-01,4389207000,ok,backfill,2026-09-21T21:38:17.660Z
00.001.180/0001-26,002437,AXIA ENERGIA S.A.,ITR,2024-06-30,2,2024-08-22,2024-08-07,true,con,controladora,REAL,6,2068355000,2024-01-01,4444285000,ok,backfill,2026-09-21T21:38:17.660Z
00.001.180/0001-26,002437,AXIA ENERGIA S.A.,ITR,2024-09-30,1,2024-11-06,2024-11-06,false,con,controladora,REAL,9,0,2024-01-01,4549774000,ok,backfill,2026-09-21T21:38:17.660Z
00.001.180/0001-26,002437,AXIA ENERGIA S.A.,DFP,2024-12-31,2,2025-03-16,2025-03-13,true,con,controladora,REAL,12,10378122000,2024-01-01,10378122000,ok,backfill,2026-09-21T21:38:17.660Z
00.001.180/0001-26,002437,AXIA ENERGIA S.A.,ITR,2025-03-31,2,2025-05-14,2025-05-14,true,con,controladora,REAL,3,-353039000,2025-01-01,9697032000,ok,backfill,2026-09-21T21:38:17.660Z
00.001.180/0001-26,002437,AXIA ENERGIA S.A.,ITR,2025-06-30,1,2025-08-06,2025-08-06,false,con,controladora,REAL,6,-1678722000,2025-01-01,6626189000,ok,backfill,2026-09-21T21:38:17.660Z
00.001.180/0001-26,002437,AXIA ENERGIA S.A.,ITR,2025-09-30,1,2025-11-05,2025-11-05,false,con,controladora,REAL,9,0,2025-01-01,10378122000,ok,backfill,2026-09-21T21:38:17.660Z
00.001.180/0001-26,002437,AXIA ENERGIA S.A.,DFP,2025-12-31,1,2026-02-26,2026-02-26,false,con,controladora,REAL,12,6558475000,2025-01-01,6558475000,ok,backfill,2026-09-21T21:38:17.660Z
00.001.180/0001-26,002437,AXIA ENERGIA S.A.,ITR,2026-03-31,1,2026-05-06,2026-05-06,false,con,controladora,REAL,3,2629666000,2026-01-01,9541180000,ok,backfill,2026-09-21T21:38:17.660Z
00.001.180/0001-26,002437,AXIA ENERGIA S.A.,ITR,2026-06-30,1,2026-08-05,2026-08-05,false,con,controladora,REAL,6,3819749000,2026-01-01,12055712000,ok,backfill,2026-09-21T21:38:17.660Z
00.070.698/0001-11,014451,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,DFP,2010-12-31,2,2011-07-18,2011-07-15,true,con,controladora,REAL,12,2798000,2010-01-01,2798000,ok,backfill,2026-09-21T21:38:17.660Z
00.070.698/0001-11,014451,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,ITR,2011-03-31,1,2012-02-23,2012-02-23,false,con,controladora,REAL,3,-12348000,2011-01-01,-4596000,ok,backfill,2026-09-21T21:38:17.660Z
00.070.698/0001-11,014451,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,ITR,2011-06-30,1,2012-02-23,2012-02-23,false,con,controladora,REAL,6,-3144000,2011-01-01,-4960000,ok,backfill,2026-09-21T21:38:17.660Z
00.070.698/0001-11,014451,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,ITR,2011-09-30,1,2012-02-23,2012-02-23,false,con,controladora,REAL,9,32456000,2011-01-01,17015000,ok,backfill,2026-09-21T21:38:17.660Z
00.070.698/0001-11,014451,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,DFP,2011-12-31,2,2012-04-09,2012-03-31,true,con,controladora,REAL,12,26190000,2011-01-01,26190000,ok,backfill,2026-09-21T21:38:17.660Z
00.070.698/0001-11,014451,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,ITR,2012-03-31,1,2012-05-15,2012-05-15,false,con,controladora,REAL,3,17226000,2012-01-01,55764000,ok,backfill,2026-09-21T21:38:17.660Z
00.070.698/0001-11,014451,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,ITR,2012-06-30,1,2012-08-14,2012-08-14,false,con,controladora,REAL,6,27746000,2012-01-01,57080000,ok,backfill,2026-09-21T21:38:17.660Z
00.070.698/0001-11,014451,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,ITR,2012-09-30,1,2012-11-14,2012-11-14,false,con,controladora,REAL,9,34845000,2012-01-01,28579000,ok,backfill,2026-09-21T21:38:17.660Z
00.070.698/0001-11,014451,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,DFP,2012-12-31,2,2013-03-28,2013-03-27,true,con,controladora,REAL,12,55499000,2012-01-01,55499000,ok,backfill,2026-09-21T21:38:17.660Z
00.070.698/0001-11,014451,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,ITR,2013-03-31,1,2013-05-17,2013-05-17,false,con,controladora,REAL,3,-32492000,2013-01-01,5781000,ok,backfill,2026-09-21T21:38:17.660Z
00.070.698/0001-11,014451,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,ITR,2013-06-30,2,2013-08-30,2013-08-27,true,con,controladora,REAL,6,-71330000,2013-01-01,-43577000,ok,backfill,2026-09-21T21:38:17.660Z
00.070.698/0001-11,014451,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,ITR,2013-09-30,1,2013-11-21,2013-11-21,false,con,controladora,REAL,9,17904000,2013-01-01,38558000,ok,backfill,2026-09-21T21:38:17.660Z
00.070.698/0001-11,014451,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,DFP,2013-12-31,1,2014-04-25,2014-04-25,false,con,controladora,REAL,12,-95621000,2013-01-01,-95621000,ok,backfill,2026-09-21T21:38:17.660Z
00.070.698/0001-11,014451,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,ITR,2014-03-31,1,2014-08-08,2014-08-08,false,con,controladora,REAL,3,-74531000,2014-01-01,-137660000,ok,backfill,2026-09-21T21:38:17.660Z
00.070.698/0001-11,014451,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,ITR,2014-06-30,1,2014-08-14,2014-08-14,false,con,controladora,REAL,6,-155172000,2014-01-01,-179463000,ok,backfill,2026-09-21T21:38:17.660Z
00.070.698/0001-11,014451,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,ITR,2014-09-30,1,2014-11-12,2014-11-12,false,con,controladora,REAL,9,-166115000,2014-01-01,-279640000,ok,backfill,2026-09-21T21:38:17.660Z
00.070.698/0001-11,014451,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,DFP,2014-12-31,1,2015-03-27,2015-03-27,false,con,controladora,REAL,12,-106107000,2014-01-01,-106107000,ok,backfill,2026-09-21T21:38:17.660Z
00.070.698/0001-11,014451,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,ITR,2015-03-31,1,2015-05-14,2015-05-14,false,con,controladora,REAL,3,-57160000,2015-01-01,-88736000,ok,backfill,2026-09-21T21:38:17.660Z
00.070.698/0001-11,014451,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,ITR,2015-06-30,1,2015-08-14,2015-08-14,false,con,controladora,REAL,6,-39351000,2015-01-01,9714000,ok,backfill,2026-09-21T21:38:17.660Z
00.070.698/0001-11,014451,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,ITR,2015-09-30,3,2015-11-17,2015-11-16,true,con,controladora,REAL,9,-154860000,2015-01-01,-94852000,ok,backfill,2026-09-21T21:38:17.660Z
00.070.698/0001-11,014451,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,DFP,2015-12-31,1,2016-03-30,2016-03-30,false,con,controladora,REAL,12,64666000,2015-01-01,64666000,ok,backfill,2026-09-21T21:38:17.660Z
00.070.698/0001-11,014451,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,ITR,2016-03-31,1,2016-05-15,2016-05-15,false,con,controladora,REAL,3,5707000,2016-01-01,127533000,ok,backfill,2026-09-21T21:38:17.660Z
00.070.698/0001-11,014451,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,ITR,2016-06-30,1,2016-08-15,2016-08-15,false,con,controladora,REAL,6,29716000,2016-01-01,160802000,ok,backfill,2026-09-21T21:38:17.660Z
00.070.698/0001-11,014451,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,ITR,2016-09-30,1,2016-11-14,2016-11-14,false,con,controladora,REAL,9,20024000,2016-01-01,266619000,ok,backfill,2026-09-21T21:38:17.660Z
00.070.698/0001-11,014451,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,DFP,2016-12-31,1,2017-03-28,2017-03-28,false,con,controladora,REAL,12,114607000,2016-01-01,114607000,ok,backfill,2026-09-21T21:38:17.660Z
00.070.698/0001-11,014451,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,ITR,2017-03-31,1,2017-05-15,2017-05-15,false,con,controladora,REAL,3,10498000,2017-01-01,119398000,ok,backfill,2026-09-21T21:38:17.660Z
00.070.698/0001-11,014451,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,ITR,2017-06-30,1,2017-08-14,2017-08-14,false,con,controladora,REAL,6,58686000,2017-01-01,143577000,ok,backfill,2026-09-21T21:38:17.660Z
00.070.698/0001-11,014451,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,ITR,2017-09-30,1,2017-11-14,2017-11-14,false,con,controladora,REAL,9,165994000,2017-01-01,260577000,ok,backfill,2026-09-21T21:38:17.660Z
00.070.698/0001-11,014451,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,DFP,2017-12-31,1,2018-03-29,2018-03-29,false,con,controladora,REAL,12,152082000,2017-01-01,152082000,ok,backfill,2026-09-21T21:38:17.660Z
00.070.698/0001-11,014451,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,ITR,2018-03-31,1,2018-05-15,2018-05-15,false,con,controladora,REAL,3,5419000,2018-01-01,147003000,ok,backfill,2026-09-21T21:38:17.660Z
00.070.698/0001-11,014451,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,ITR,2018-06-30,2,2018-08-16,2018-08-14,true,con,controladora,REAL,6,11744000,2018-01-01,105140000,ok,backfill,2026-09-21T21:38:17.660Z
00.070.698/0001-11,014451,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,ITR,2018-09-30,1,2018-11-14,2018-11-14,false,con,controladora,REAL,9,-30323000,2018-01-01,-44235000,ok,backfill,2026-09-21T21:38:17.660Z
00.070.698/0001-11,014451,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,DFP,2018-12-31,1,2019-03-29,2019-03-29,false,con,controladora,REAL,12,89972000,2018-01-01,89972000,ok,backfill,2026-09-21T21:38:17.660Z
00.070.698/0001-11,014451,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,ITR,2019-03-31,2,2019-08-15,2019-05-15,true,con,controladora,REAL,3,2751000,2019-01-01,87304000,ok,backfill,2026-09-21T21:38:17.660Z
00.070.698/0001-11,014451,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,ITR,2019-06-30,2,2019-08-14,2019-08-14,true,con,controladora,REAL,6,29294000,2019-01-01,107522000,ok,backfill,2026-09-21T21:38:17.660Z
00.070.698/0001-11,014451,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,ITR,2019-09-30,1,2019-11-14,2019-11-14,false,con,controladora,REAL,9,71810000,2019-01-01,192105000,ok,backfill,2026-09-21T21:38:17.660Z
00.070.698/0001-11,014451,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,DFP,2019-12-31,1,2020-03-26,2020-03-26,false,con,controladora,REAL,12,119045000,2019-01-01,119045000,ok,backfill,2026-09-21T21:38:17.660Z
00.070.698/0001-11,014451,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,ITR,2020-03-31,1,2020-05-29,2020-05-29,false,con,controladora,REAL,3,-10296000,2020-01-01,105998000,ok,backfill,2026-09-21T21:38:17.660Z
00.070.698/0001-11,014451,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,ITR,2020-06-30,1,2020-08-28,2020-08-28,false,con,controladora,REAL,6,-64163000,2020-01-01,25588000,ok,backfill,2026-09-21T21:38:17.660Z
00.070.698/0001-11,014451,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,ITR,2020-09-30,1,2020-11-13,2020-11-13,false,con,controladora,REAL,9,35197000,2020-01-01,84816000,ok,backfill,2026-09-21T21:38:17.660Z
00.070.698/0001-11,014451,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,DFP,2020-12-31,1,2021-03-26,2021-03-26,false,con,controladora,REAL,12,432619000,2020-01-01,432619000,ok,backfill,2026-09-21T21:38:17.660Z
00.070.698/0001-11,014451,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,ITR,2021-03-31,1,2021-05-14,2021-05-14,false,con,controladora,REAL,3,1142200000,2021-01-01,1585115000,ok,backfill,2026-09-21T21:38:17.660Z
00.070.698/0001-11,014451,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,ITR,2021-06-30,1,2021-08-13,2021-08-13,false,con,controladora,REAL,6,1158958000,2021-01-01,1655741000,ok,backfill,2026-09-21T21:38:17.660Z
00.070.698/0001-11,014451,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,ITR,2021-09-30,1,2021-11-12,2021-11-12,false,con,controladora,REAL,9,1190244000,2021-01-01,1587666000,ok,backfill,2026-09-21T21:38:17.660Z
00.070.698/0001-11,014451,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,DFP,2021-12-31,2,2023-03-17,2022-03-25,true,con,controladora,REAL,12,1250457000,2021-01-01,1250457000,ok,backfill,2026-09-21T21:38:17.660Z
00.070.698/0001-11,014451,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,ITR,2022-03-31,1,2023-03-17,2022-05-13,false,con,controladora,REAL,3,39044000,2022-01-01,147301000,ok,backfill,2026-09-21T21:38:17.660Z
00.070.698/0001-11,014451,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,ITR,2022-06-30,1,2023-03-17,2022-08-12,false,con,controladora,REAL,6,99568000,2022-01-01,191067000,ok,backfill,2026-09-21T21:38:17.660Z
00.070.698/0001-11,014451,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,ITR,2022-09-30,1,2023-03-17,2022-11-14,false,con,controladora,REAL,9,135170000,2022-01-01,195383000,ok,backfill,2026-09-21T21:38:17.660Z
00.070.698/0001-11,014451,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,DFP,2022-12-31,1,2023-03-24,2023-03-24,false,con,controladora,REAL,12,196342000,2022-01-01,196342000,ok,backfill,2026-09-21T21:38:17.660Z
00.070.698/0001-11,014451,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,ITR,2023-03-31,1,2023-05-15,2023-05-15,false,con,controladora,REAL,3,52376000,2023-01-01,209674000,ok,backfill,2026-09-21T21:38:17.660Z
00.070.698/0001-11,014451,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,ITR,2023-06-30,1,2023-08-14,2023-08-14,false,con,controladora,REAL,6,91652000,2023-01-01,188426000,ok,backfill,2026-09-21T21:38:17.660Z
00.070.698/0001-11,014451,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,ITR,2023-09-30,1,2023-11-14,2023-11-14,false,con,controladora,REAL,9,133633000,2023-01-01,194805000,ok,backfill,2026-09-21T21:38:17.660Z
00.070.698/0001-11,014451,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,DFP,2023-12-31,1,2024-03-22,2024-03-22,false,con,controladora,REAL,12,183510000,2023-01-01,183510000,ok,backfill,2026-09-21T21:38:17.660Z
00.070.698/0001-11,014451,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,ITR,2024-03-31,1,2024-05-14,2024-05-14,false,con,controladora,REAL,3,43503000,2024-01-01,174637000,ok,backfill,2026-09-21T21:38:17.660Z
00.070.698/0001-11,014451,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,ITR,2024-06-30,1,2024-08-13,2024-08-13,false,con,controladora,REAL,6,74539000,2024-01-01,166397000,ok,backfill,2026-09-21T21:38:17.660Z
